Tag,Title,Summary,Rating,Would Make Again,Link,Ingredients,Directions,Tags
recipe,Thai-Style Squid and Cucumber Salad,"Tossed with crunchy cucumbers, peanuts, and fresh red chiles, this salad makes a refreshing summer dinner spooned over rice or all on its own.",2.5,50%,/recipes/food/views/thai-style-squid-and-cucumber-salad,"1/4 cup fresh lime juice (from about 3 limes)
1 garlic clove, finely grated
1 Tbsp. fish sauce
1 1/2 tsp. dark brown sugar
1/4 cup plus 1 Tbsp. (or more) vegetable oil
2 tsp. kosher salt, divided
4 mini seedless or Persian cucumbers, halved lengthwise, sliced diagonally into 1/4""-thick slices
1–2 Fresno chiles, seeded, thinly sliced
1/2 cup salted, roasted peanuts
1 1/2 lb. cleaned squid, patted dry
1/4 cup cilantro sprigs
Steamed white rice (for serving; optional)","                                        Whisk lime juice, garlic, fish sauce, brown sugar, 1/4 cup oil, and 1/2 tsp. salt in a large bowl. Add cucumber, chiles, and peanuts and toss to coat. Set aside.
                                    
                                        Make sure squid is as dry as possible, then toss with remaining 1 1/2 tsp. salt. Separate bodies from tentacles.
                                    
                                        Heat 1 Tbsp. oil in a large cast-iron skillet until smoking. Sear half of the tentacles (don’t try to do more than half—you don’t want to crowd the pan), turning once halfway through, until lightly charred and opaque, 2–3 minutes. Transfer to a plate. Repeat with remaining tentacles, adding more oil if needed. Add a little more oil, then sear half of the bodies, turning once and picking up with tongs so that any liquid that has accumulated inside bodies can pour off into skillet and evaporate, until lightly charred and opaque, 2–3 minutes. Transfer to plate with cooked tentacles. Repeat with remaining bodies. Thinly slice bodies, then transfer squid to bowl with cucumber mixture and toss to coat.
                                    
                                        Arrange salad on a platter and drizzle remaining dressing over. Top with cilantro sprigs. Serve with rice alongside, if using.
                                    ","Salad
Lime Juice
Garlic
Cucumber
Chile
Peanut
Squid
Cilantro
Rice
Dinner
Thailand
Seafood
Summer
Spring"
recipe,Spicy Grilled Chicken with Crunchy Fennel Salad,"This chicken packs some heat, which is why we paired it with a superclean and cooling crisp fennel salad. If fennel is not your thing, any shaved crunchy veg will do. Try radishes, carrots, or cucumbers instead.",4,100%,/recipes/food/views/spicy-grilled-chicken-with-crunchy-fennel-salad,"1 1/2 lb. skinless, boneless chicken thighs
Kosher salt
2 garlic cloves
3 oil-packed anchovy fillets (optional)
1 red chile (such as Fresno or Holland), seeds removed, coarsely chopped
2 Tbsp. tomato paste
2 tsp. finely chopped oregano
5 Tbsp. extra-virgin olive oil, divided, plus more for grilling
2 lemons, halved
2 medium fennel bulbs, tough outer layers removed, halved lengthwise, thinly sliced crosswise
1 small white onion, very thinly sliced into rounds
2 Tbsp. unseasoned rice vinegar
1 Tbsp. toasted white and/or black sesame seeds","                                        Pat chicken dry and season with salt. Set aside on a plate.
                                    
                                        Smash garlic under the flat side of a chef’s knife on your cutting board. Add anchovies, if using, chile, and a couple of pinches of salt and continue smashing with the side of your knife until a paste forms. (You can also do this with a mortar and pestle.) Transfer paste to a large bowl and stir in tomato paste, oregano, and 3 Tbsp. oil. Add chicken and toss to coat. Let sit at room temperature 1 hour.
                                    
                                        Meanwhile, prepare a grill for medium heat. Clean and oil grate. Grill chicken, turning once, until lightly charred and cooked through, about 4 minutes per side.
                                    
                                        While the chicken is cooking, grill lemons, cut side down, until lightly charred and starting to caramelize, about 4 minutes. Transfer to a platter.
                                    
                                        Transfer chicken to platter with lemons and let rest 5 minutes.
                                    
                                        While the chicken is resting, toss fennel, onion, and vinegar in a medium bowl; drizzle with remaining 2 Tbsp. oil and season with a big pinch of salt and toss once more.
                                    
                                        Mound fennel salad next to chicken and sprinkle sesame seeds over both. Squeeze grilled lemons over chicken and fennel salad.
                                    ","Bon Appétit
Dinner
Chicken
Fennel
Sesame
Anchovy
Grill/Barbecue
Grill
Chile Pepper
Hot Pepper"
recipe,Lemon Salmon with Creamy Cucumber Salad,"Marinate salmon in lemon zest and fresh dill, then grill and serve with crunchy chopped cucumbers draped in a coleslaw-like dressing.",2.5,60%,/recipes/food/views/grilled-salmon-with-meyer-lemons-and-creamy-cucumber-salad,"4 (6-ounce) skin-on wild-caught salmon fillets
1/2 cup extra virgin olive oil, plus more for grilling
1 tablespoon grated Meyer or regular lemon zest
Juice of 2 Meyer lemons (see head note) or regular lemons, plus 1 or 2 Meyer or regular lemons, sliced into 8 thin rounds
1 tablespoon minced fresh dill
1 tablespoon pink or regular sea salt
1/2 cup mayonnaise, preferably Hellmann’s
1/2 cup sour cream
1 tablespoon fresh Meyer or regular lemon juice, or to taste
1 teaspoon minced fresh dill
1 teaspoon sea salt
1/2 teaspoon freshly ground black pepper
2 English cucumbers, peeled in stripes, halved, and cut into 1/4-inch dice
1 tablespoon minced chives","                                        To prepare the salmon: Brush the skin side of the salmon fillets with some olive oil. In a small bowl, combine the 1/2 cup olive oil, lemon zest, lemon juice, dill, and salt. Pour the mixture into a shallow dish and place the fillets skin side up in the dish. Cover and refrigerate for 1 hour.
                                    
                                        Meanwhile, prepare the creamy cucumber salad: In a medium bowl, whisk together the mayonnaise, sour cream, lemon juice, dill, salt, and pepper. Fold in the cucumber until completely coated. Taste and adjust the lemon juice or salt. Cover and refrigerate until needed, up to 2 hours.
                                    
                                        Prepare a medium-hot grill. Lightly oil the grill grate.
                                    
                                        Place the fillets skin side down on the grill and brush them with the marinade. Cover the grill and cook without flipping until the salmon flakes, 10 to 12 minutes. Brush the lemon slices on both sides with oil and grill until marks appear, 1 to 2 minutes per side.
                                    
                                        Arrange the fish on individual plates or a serving platter. Place 1 or 2 grilled lemon slices on top of each fillet and dust with chives. Serve with the cucumber salad.
                                    
                                        Store leftover salmon and cucumber salad in the refrigerator for up to 2 days.
                                    ","HarperCollins
HarperCollins
Salmon
Grill
Lemon
Cucumber
Mayonnaise
Sour Cream
Dill
Summer
Grill/Barbecue
Dinner
Seafood
Fish"
recipe,Smashed Cucumber Salad with Hot Vinegar,"Cucumbers are practically all water, so you gotta dress them like you mean it. This hot, sweet, and tart dressing will have them covered.",0,0%,/recipes/food/views/smashed-cucumber-salad-with-hot-vinegar,"5 mini seedless or Persian cucumbers or 1 small English hothouse cucumber (about 12 oz.)
Kosher salt
4 red or green Thai chiles, halved lengthwise keeping stem end intact, or 1 serrano chile, thinly sliced
2 garlic cloves, lightly smashed
1/2 cup unseasoned rice vinegar
2 Tbsp. fish sauce
1 Tbsp. sugar
Chopped unsalted or salted roasted peanuts (for serving)","                                        Gently smash cucumbers with a rolling pin or the back of a heavy knife just to break open. Tear into irregular 2"" pieces and place in a medium bowl; season lightly with salt. Let sit at least 5 minutes and up to 1 hour.
                                    
                                        Meanwhile, whisk chiles, garlic, vinegar, fish sauce, and sugar in a medium bowl until sugar dissolves. Let sit while cucumbers macerate.
                                    
                                        Drain cucumbers, discarding any liquid they have released. Add to bowl with dressing and toss several times to coat. Top with peanuts.
                                    
                                        Dressing can be made 3 days ahead. Cover and chill.
                                    ","Bon Appétit
Salad
Cucumber
Vinegar
Chile Pepper
Peanut
Vegan
Vegetarian
Side"
recipe,Sam's Spring Fattoush Salad,Part of what makes this salad so great is the dynamic textures; the cracker-like baked lavash croutons and the crunchy cucumbers and radishes contrast with the creamy feta and soft herbs.,4,100%,/recipes/food/views/sams-spring-cucumber-radish-fattoush-salad,"2 pieces lavash bread
1/4 cup plus 3 tablespoons extra-virgin olive oil
Kosher salt
Aleppo pepper (optional)
1/4 cup lemon juice
1 clove garlic, peeled and minced
5 Persian, Armenian, or Japanese cucumbers, thinly sliced
5 radishes, thinly sliced
3 green onions, thinly sliced
1 cup dill fronds
1 cup mint leaves
1/2 cup feta, preferably sheep’s milk","                                        Preheat the oven to 350°F. Brush the lavash on both sides with 3 tablespoons of the olive oil. Arrange on a baking sheet and sprinkle with salt and Aleppo pepper, if using. Transfer to the oven and bake until golden and crisp, 8 to
10 minutes. Remove from the oven and let cool.
                                    
                                        In a small bowl, whisk together the lemon juice, garlic, and a generous pinch of salt. Whisk in the remaining 1/4 cup olive oil until combined.
                                    
                                        In a large salad bowl, combine the cucumbers, radishes, green onions, dill, and mint. Drizzle half of the dressing over it and toss with your hands to coat. Break the lavash into bite-size pieces and add to the bowl along with the feta. Drizzle over the remaining dressing and gently mix with your hands to combine. Season to taste with additional salt and Aleppo pepper and serve immediately.
                                    ","Small Plates
Salad
Spring
Bread
Cucumber
Radish
Green Onion/Scallion
Dill
Mint
Feta
Quick & Easy
Quick and Healthy
Vegetarian"
recipe,Skirt Steak with Spicy Coconut Dressing,This recipe is exceptionally weeknight-friendly (it goes from start to finish in less than an hour) and fully adaptable depending on the tastes of your family.,4,100%,/recipes/food/views/skirt-steak-with-spicy-coconut-dressing,"1/2 red jalapeno, Fresno or serrano chile, finely grated
1 garlic clove, finely grated
1-inch piece fresh ginger, peeled and finely grated
4 tablespoons coconut cream from 1 small can unsweetened full-fat coconut milk
1/4 cup fresh lime juice, plus wedges for serving
Kosher salt
2 tablespoons unsweetened shredded coconut
1 pound skirt steak, cut into two or three pieces
2 tablespoons extra-virgin olive oil
1/2 head iceberg lettuce, leaves torn into palm-size pieces
Handful of cilantro leaves and tender stems, torn
1 avocado, cut into 1/2-inch pieces","                                        In a large bowl, combine chile, garlic, ginger, coconut cream, and lime juice. Season with salt and stir to combine. Stir in coconut and taste dressing: It should be fairly tangy, spicy, and salty to balance the mild iceberg. Dressing may seize up and seem very thick, but it will loosen up when tossed with the salad.
                                    
                                        Season steak on both sides with salt.
                                    
                                        Place a 10- or 12-inch skillet, preferably cast-iron, over medium-high heat. Add oil and when it shimmers, place steaks carefully into pan and cook, undisturbed, until browned on underside, 2–3 minutes. Turn and cook until browned on second side and medium-rare, about 2 minutes longer. Transfer steaks to a platter and let rest 5–10 minutes before cutting against the grain into 1/4-inch slices.
                                    
                                        Add lettuce and cilantro to bowl with dressing and toss to coat. Taste the lettuce and add more salt and/or lime juice if needed. Add avocado and toss gently to distribute. Serve steak and salad with lime wedges for squeezing over.
                                    ","Dinner
Steak
Salad
Chile Pepper
Ginger
Coconut
Lime Juice
Avocado
Lettuce
Cilantro
Beef
Soy Free
Dairy Free
Peanut Free
Wheat/Gluten-Free
Tree Nut Free
Kid-Friendly
Small Plates
Quick & Easy
Quick and Healthy"
recipe,Mango Toast with Hazelnut-Pepita Butter,"Savory fruit toast is the new avocado toast. Other combinations we’re crushing on: lemony yogurt with cucumbers, almond butter and pears.",0,0%,/recipes/food/views/mango-toast-with-hazelnut-pepita-butter,"1 cup blanched hazelnuts
1 cup raw pumpkin seeds (pepitas)
Kosher salt
1/4 cup freeze-dried blueberries
2 teaspoons mild red pepper flakes (such as Aleppo-style or Urfa pepper)
4 slices sourdough bread, toasted
2 tablespoons extra-virgin olive oil, plus more for drizzling
2 large ripe mangoes, peeled, sliced
Honey (for serving)
Flaky sea salt
A spice mill or mortar and pestle","                                        Preheat oven to 300°F. Toast hazelnuts on a rimmed baking sheet, tossing once, until golden brown, 20–25 minutes.
                                    
                                        Meanwhile, toast pumpkin seeds on a separate baking sheet, tossing once, until just beginning to brown in a few spots and very fragrant, 14–16 minutes.
                                    
                                        Let hazelnuts and pumpkin seeds cool. Purée in a food processor until a smooth paste forms (this will take several minutes and you will need to scrape down sides a few times.) Taste and season hazelnut–pumpkin seed butter with kosher salt.
                                    
                                        Finely grind blueberries, red pepper flakes, and a pinch of kosher salt in spice mill or with mortar and pestle. Drizzle toast with 2 Tbsp. oil and spread 2 Tbsp. hazelnut–pumpkin seed butter over each. Top with mango; drizzle with honey and oil. Sprinkle with blueberry–red pepper mixture and sea salt.
                                    ","Bon Appétit
Breakfast
Tropical Fruit
Mango
Hazelnut
Seed
Honey
Vegetarian"
recipe,Quick-Pickled Charred Vegetables,This technique is nothing short of amazing—even if you're finicky about your pickles.,4,100%,/recipes/food/views/quick-pickled-charred-grilled-vegetables,"1 1/2 cups distilled white vinegar or cider vinegar
1/2 cup sugar
1 teaspoon salt
1 teaspoon mustard seeds
1 teaspoon coriander seeds
1 teaspoon black peppercorns
2 bay leaves
2 cloves garlic, sliced
2 pounds vegetables of your choice","                                        Put the vinegar, sugar, salt, mustard seeds, coriander seeds, peppercorns, and bay leaves in a small saucepan over medium heat. Stir until the sugar dissolves. Remove from the heat and add the garlic. When it cools, pour it into a large, nonreactive metal or glass bowl.
                                    
                                        Start the coals or heat a gas grill for medium-high direct cooking. Make sure the grates are clean.
                                    
                                        Prep the vegetables. Put the vegetables on the grill directly over the fire. (For smaller pieces, use a perforated grill pan, or skewer them to make them easier to handle.) Close the lid and cook the vegetables, turning them as necessary, until they brown deeply on all sides without softening; how long this takes will depend on the vegetable and how hot the fire is, but figure between 5 and 15 minutes total for most vegetables. Stay close to the grill, check them early and often, and move them to cooler parts of the grill to control the coloring.
                                    
                                        As they finish, transfer them to the bowl with the brine. When all are done, toss the vegetables with the brine to coat. Cover the bowl and refrigerate, tossing the vegetables every 30 minutes so, until the flavor and texture fully develop, at least 3 hours. Serve right away, or keep in an airtight container in the refrigerator for up to a week.
                                    
 Quick-Pickled Charred Vegetables with Chile, Lime, and Star Anise:
Perfect with Vietnamese noodles, soups, and salads: For the brine, use 1 1/2 cups rice vinegar, 1/2 cup sugar, 1 teaspoon salt, and 5 pods star anise. After the liquid simmers, add the grated zest of 1 lime and 1 sliced jalapeño or Thai bird chile (remove the seeds for less heat).
                                    
 Sweeter Quick-Pickled Charred Vegetables with Ginger:
Akin to sweet-and-Sour Chinese and Korean pickles: For the brine, use 1 cup each rice vinegar and sugar, 1/2 cup water, 1 teaspoon salt, and 1/3 cup thinly sliced or julienne fresh ginger. After the sugar dissolves in Step 1, let the brine bubble gently for another 15 minutes to develop the ginger flavor.
                                    
 Spicy Dilly Pickled Vegetables:
Terrific made with green beans or okra: In Step 1, substitute 1 tablespoon dill seeds and 2 teaspoons red chile flakes for the mustard and coriander seeds. After adding the vegetables, toss in several fresh dill sprigs if you like.
                                    ","Appetizer
Condiment
Pickles
Vegetable
Vegetarian
Vegan
Grill
Grill/Barbecue"
recipe,Green Beans and Cucumbers with Miso Dressing,"Crushing and smashing green beans and cucumbers sounds crazy, but it creates nooks and crannies to soak up as much umami-rich miso sauce as possible. And this is a dressing you'll want a lot of.",3.5,88%,/recipes/food/views/green-beans-and-cucumbers-with-miso-dressing,"3 Persian cucumbers or 1/2 English hothouse cucumber
Kosher salt
1 pound green beans, trimmed
1 (1 1/2)-inch piece ginger, peeled, finely grated
1 serrano or Fresno chile, finely grated
1 garlic clove, finely grated
1/3 cup unseasoned rice vinegar
1/4 cup white miso
1/4 cup olive oil
1/2 teaspoon toasted sesame oil
Toasted sesame seeds and sliced scallions (for serving)","                                        Lightly smash cucumbers with a rolling pin, then tear into bite-size pieces. Toss with a pinch of salt in a medium bowl. Let sit to allow salt to penetrate.
                                    
                                        Meanwhile, place green beans in a large resealable plastic bag, seal, and smash with rolling pin until most of the beans are split open and bruised. Whisk ginger, chile, garlic, vinegar, miso, olive oil, and sesame oil in a medium bowl until smooth. Add dressing to beans and toss around in bag to coat; season with salt.
                                    
                                        Drain cucumbers and add to bag with beans. Shake gently to combine. Transfer salad to a platter and top with sesame seeds and scallions.
                                    ","Bon Appétit
Summer
Salad
Salad Dressing
Cucumber
Sesame
Sesame Oil
Green Bean
Wheat/Gluten-Free
Side
Ginger"
recipe,Crispy Fish Fillets with Cucumber Ceviche,"Serve panko-crusted white fish with a piquant relish of cucumbers, fennel, and chiles, kissed with both lime and cilantro.",4,100%,/recipes/food/views/fish-milanese-with-cucumber-ceviche,"4 cups cilantro
1 1-inch piece ginger, peeled, finely grated
1/2 cup neutral oil (such as sunflower or canola)
3 tablespoons fresh lime juice
4 cups panko (Japanese breadcrumbs)
4 large egg yolks
2 cups buttermilk
1 cup cornstarch
4 skinless, boneless gray sole or flounder fillets (about 1 1/2 pounds total)
3 medium Persian cucumbers, cut into small pieces
1 medium fennel bulb, cut into small pieces
1/2 small red onion, very thinly sliced
1/2 serrano chile, thinly sliced","                                        Cook cilantro in a medium pot of boiling salted water until wilted, about 20 seconds. Drain and transfer cilantro to a bowl of ice water. Swish around in water to cool. Drain, then squeeze excess liquid from herbs with your hands.
                                    
                                        Purée cilantro, ginger, and 2 Tbsp. water in a blender until almost smooth. With motor running, gradually stream in oil and blend until smooth. Strain cilantro oil through a fine-mesh sieve into a small bowl; discard any solids. Mix lime juice into oil and season with salt.
                                    
                                        Cilantro oil (without lime juice and salt) can be made 1 day ahead. Cover and chill. Bring to room temperature before adding lime juice and salt.
                                    
                                        Process panko in a food processor until very finely ground (it will only take 45–60 seconds). Transfer to a shallow bowl. Place egg yolks in another shallow bowl and whisk in buttermilk. Place cornstarch in a third shallow bowl. Line a rimmed baking sheet with paper towels and set a wire rack inside.
                                    
                                        Working with 1 fillet at a time, season with kosher salt on both sides and dredge in cornstarch, shaking off excess. Dip in egg mixture, letting excess drip back into bowl, then coat in panko, pressing to adhere before shaking off excess. Repeat steps to make a second coating. Place on a rimmed baking sheet. Repeat with remaining fillets.
                                    
                                        Pour oil into a large heavy skillet, preferably cast iron, to come 1"" up sides. Heat oil over medium-high until an instant-read thermometer registers 350°F–365°F (Don’t let the tip of the thermometer touch the bottom of the skillet). Carefully lower a fillet along the side of skillet closest to you and let slide away from you into oil. Carefully swirl oil in skillet and cook fish just until golden on the bottom, about 2 minutes. Using a fish spatula or slotted spoon, carefully turn fish over and cook until golden on the other side, about 2 minutes. Transfer fish to wire rack in prepared baking sheet and season with sea salt while still hot. Repeat with remaining fillets.
                                    
                                        Toss cucumbers, fennel, onion, chile, cilantro oil, and a pinch of kosher salt in a medium bowl and top with some cilantro.
                                    
                                        Serve fish with cucumber ceviche and lime wedges.
                                    ","Bon Appétit
Fish
Lime Juice
Breadcrumbs
Cilantro
Ginger
Cucumber
Fennel
Onion
Chile Pepper
Dinner
Fry"
recipe,Thai-Style Pineapple-Coconut Rice,"Keep the accompaniments simple by serving with a platter of sliced baked tofu, cucumbers, tomatoes, and baby carrots.",3,100%,/recipes/food/views/thai-style-pineapple-coconut-rice,"1 1/2 cups uncooked long- grain brown rice, such as brown basmati
1 cup light coconut milk (about half a 15-ounce can), or more as needed
1 tablespoon safflower or other high-heat oil or 3 tablespoons vegetable broth or water
1 large onion, preferably red, chopped
2 cups small broccoli florets
1 medium red or green bell pepper, diced
2 medium carrots, peeled and sliced
2 medium ripe fresh tomatoes, diced
2 cups fresh pineapple chunks (about 3/4 inch thick) or one 20-ounce can unsweetened pineapple chunks in juice, drained (reserve liquid for another use)
1 to 2 teaspoons good-quality curry powder
2 teaspoons minced fresh or jarred ginger, or more to taste
Salt to taste
Crushed red pepper flakes to taste
Crushed peanuts or cashews for topping (optional)","                                        Combine the rice with 2 cups water and the coconut milk in a saucepan. Bring to a rapid simmer, then cover and simmer gently until the water is absorbed, about 30 to 35 minutes.
                                    
                                        Meanwhile, heat the oil in a stir- fry pan or a wide skillet. Add the onion and saute over medium heat until golden.
                                    
                                        Add the broccoli, bell pepper, and carrots. Turn the heat up to medium-high and stir-fry for 3 to 4 minutes, or until the vegetables are just tender-crisp.
                                    
                                        Add the tomatoes and pineapple chunks and continue to stir-fry for a minute or two, just until the tomatoes soften slightly.
                                    
                                        Stir in the cooked rice, curry powder, and ginger. Stir gently until all the ingredients are completely combined. Since about half the can of coconut milk is remaining, if you’d like the mixture to be a bit more moist, add 1/4 cup or so more, but take care not to make the mixture soupy.
                                    
                                        Season with salt and red pepper flakes. Serve at once, passing around crushed nuts to top individual servings, if desired.
                                    ","HarperCollins
Coconut
Pineapple
Brown Rice
Rice"
recipe,Peanut Noodles with Chicken and Snap Peas,"Featuring an easy make-ahead peanut sauce, these chicken noodle bowls come together in no time at all.",3.5,100%,/recipes/food/views/rice-noodles-with-peanut-sauce-chicken-and-snap-peas,"3 tablespoons olive oil
1/2 teaspoon ground cumin
1 1/2 teaspoons kosher salt, divided
3/4 teaspoon freshly ground black pepper, divided
1 1/4 pounds boneless, skinless chicken thighs, trimmed
2 limes, divided
1 batch Kid-Friendly Peanut Sauce
8 ounces dried thin rice noodles
1/2 cup cilantro, coarsely chopped, divided
1/2 cup toasted peanuts, coarsely chopped, divided
2 Persian cucumbers, thinly sliced on the bias
2 medium carrots (about 4 ounces each), grated
1/2 pound sugar snap peas, trimmed","                                        Preheat oven to 425°F. Stir oil, cumin, 1 tsp. salt, and 1/2 tsp. pepper in a large bowl. Add chicken and toss to coat. Spread on a rimmed baking sheet and roast until an instant-read thermometer inserted into thickest part of thigh registers 165°F, 15–17 minutes. Transfer chicken to a cutting board and thinly slice.
                                    
                                        Meanwhile, juice 1 lime to yield 3 Tbsp. juice. Cut remaining lime into wedges. Whisk peanut sauce, lime juice, and remaining 1/2 tsp. salt and 1/4 tsp. pepper in a large bowl.
                                    
                                        Cook noodles according to package directions. Drain. Transfer noodles to another large bowl. Add 1 1/2 cups peanut sauce mixture, 1/3 cup cilantro, and 1/3 cup peanuts and toss to combine. Divide noodle mixture among bowls.
                                    
                                        Transfer sliced chicken to same large bowl and toss with 2 Tbsp. peanut sauce mixture; arrange in a section over noodles. Toss cucumbers and 2 Tbsp. peanut sauce mixture in same large bowl; arrange in another section over noodles. Toss carrot and 1/4 cup peanut sauce mixture in same large bowl; arrange in another section over noodles. Toss snap peas and 2 Tbsp. peanut sauce mixture in same bowl; arrange in another section over noodles. Serve remaining sauce mixture alongside or reserve for another use. Top bowls with remaining cilantro and peanuts and serve with lime wedges alongside.
                                    

                                        Sauce can be made 2 weeks ahead; transfer to an airtight container and chill. Chicken can be cooked 4 days ahead; cover and chill.
                                    ","Back to School
Dinner
Noodle
Chicken
Sugar Snap Pea
Cucumber
Peanut
Kid-Friendly
Lime Juice
Cilantro
Small Plates"
recipe,Thai Beef Salad,"We eat this salad—which is a great way to stretch a piece of beef—all year long for lunch and dinner, but it's particularly good during the warmer months. The thinly sliced meat, the crunch of the cucumbers and red onions, and the heady aroma of mint and cilantro tossed with the chile-spiked salty-sweet dressing seem made for hot days and nights.",4,100%,/recipes/food/views/thai-beef-salad,"1 pound (455 g) strip steak (about 1 inch/2.5 cm thick; see Tip), trimmed and at room temperature
Vegetable oil
Salt and pepper
1 large head of butter lettuce, also known as Boston or Bibb, leaves torn into bite-size pieces
1/2 English cucumber, halved lengthwise and sliced
1/2 pint (120 g) cherry tomatoes, halved
1/2 small red onion, halved lengthwise and thinly sliced
Handful of fresh mint leaves, roughly chopped
Large handful of fresh cilantro leaves, roughly chopped
Chile-Lime Sauce
Handful of roasted peanuts, whole or roughly chopped (optional)","                                        Preheat the broiler, with a rack positioned so that the meat will be 3 to 4 inches (7.5 to 10 cm) from the heat. Line the bottom of a broiler pan with foil for easier clean-up, if you like, then top with the broiler rack. Put the meat on the broiler rack, lightly coat with the oil, and season with salt and pepper. Broil the meat for 5 to 7 minutes per side for medium-rare (err on the side of caution with the time; you can always cook it more). Transfer to a cutting board, sprinkle with salt, and let rest for 5 to 10 minutes.
                                    
                                        Meanwhile, in a large bowl, combine the lettuce, cucumbers, tomatoes, onions, mint, and cilantro.*
                                    
                                        Cut the meat against the grain into very thin slices and add to the bowl. (If the meat is still hot, wait a few minutes until it is warm or it will wilt the lettuce and herbs.) Drizzle the salad with just enough Chile-Lime Sauce to lightly coat and gently toss together. Top with the peanuts, if you like.
                                    
                                        Prepare to *, then cover and refrigerate the lettuce mixture and the unsliced meat separately for up to 1 day. The meat can be sliced and added to the salad cold or you can warm it in a 300°F (150°C) oven, if you prefer.
                                    
                                        If the salad will be served within 1 hour or so, cover the lettuce mixture and meat separately and leave them on the counter. People can help themselves and then toss their individual portions with the dressing.
                                    ","Salad
Beef
Cucumber
Chile Pepper
Dinner
Small Plates
Kid-Friendly"
recipe,Smashed Cucumbers and Radishes in Yogurt Sauce,"Wheels of cucumbers and radishes are nice and all, but smashing them into ragged pieces is way more fun.",0,0%,/recipes/food/views/smashed-cucumbers-and-radishes-in-yogurt-sauce,"1 small garlic clove, finely grated
2 teaspoons fresh lemon juice
1/2 cup plain whole-milk Greek yogurt
2 tablespoons olive oil
Pinch of sugar
Kosher salt, freshly ground pepper
4 ounces Persian cucumbers
4 ounces red radishes, trimmed","                                        Combine garlic and lemon juice in a small bowl and let sit 5 minutes.
                                    
                                        Whisk yogurt, oil, and sugar in a large bowl; season with salt and pepper. Whisk in garlic mixture.
                                    
                                        Using a rolling pin, meat mallet, or the flat side of a chef’s knife, lightly whack cucumbers and radishes so they begin to split apart (but not so forcefully that you smash them to smithereens). Tear cucumbers and radishes into bite-size pieces with your hands and fold into yogurt mixture. Season salad with more salt and lots and lots of pepper.
                                    
                                        Transfer salad to an airtight container; cover and chill at least 2 hours. Shake to combine before serving.
                                    
                                        Salad can be made 3 days ahead. Keep chilled.
                                    ","Bon Appétit
Side
Salad
Radish
Cucumber
Yogurt
Lemon Juice"
recipe,Chicken Kofta Meatballs,Make a big batch of these spicy herbed meatballs and stash them in your freezer and you’ll always have the building blocks for an easy weeknight dinner on hand.,3.5,88%,/recipes/food/views/herby-chicken-kofta-meatballs,"2 medium yellow onions, coarsely chopped (about 3 cups)
4 garlic cloves, coarsely chopped
1/4 cup plus 2 tablespoons olive oil
2 teaspoons kosher salt, divided
2 teaspoons ground cumin
1 1/2 teaspoons ground coriander
1/2 teaspoon red pepper flakes
2 cups parsley leaves with tender stems
1 cup mint leaves
2 pounds ground chicken, preferably a mix of white and dark meat, not ""low-fat""","                                        Preheat oven to 425°F. Pulse yellow onions and garlic in a food processor until very finely chopped.
                                    
                                        Heat oil in a large skillet over medium-high. Add chopped onion and garlic, season with 1/2 tsp. salt, and cook, stirring, until softened and lightly browned, 10–15 minutes. Add cumin, coriander, and red pepper and cook, stirring, until fragrant, 30–60 seconds. Scrape into a large bowl and let cool slightly.
                                    
                                        Wipe out food processor and add parsley and mint. Pulse until finely chopped, then transfer to bowl with onion mixture. Add chicken and remaining 1 1/2 tsp. salt to bowl with onion mixture. Mix with your hands to combine, but do not overwork. Divide into 16 equal portions (about 1/3 cup per kofta). Shape into 3 1/2x2"" ""footballs"" with tapered ends.
                                    
                                        Arrange patties on a rimmed baking sheet and roast, flipping halfway through, until chicken is cooked through and an instant-read thermometer inserted into the center registers 165°F, about 8 minutes per side.
                                    
                                        Kofta can be made 3 days ahead; transfer to an airtight container and chill, or freeze up to 6 months.
                                    ","#cook90
Chicken
Meatball
Dinner
Cumin
Coriander
Parsley
Mint
Garlic
Poultry"
recipe,Teriyaki Steak Skewers with Asian-Style Greens,"These steak kebabs are marinated in soy-ginger sauce, and served over a salad of bok choy, kale, and cucumbers.",1,0%,/recipes/food/views/teriyaki-steak-skewers-with-asian-style-greens,"14 oz (400g) lean diced steak, with fat trimmed
1 large bok choy, shredded
1 large handful of kale, shredded
1 spring onion, sliced
1/2 cucumber, deseeded and diced
1 tbsp sherry vinegar
1 tsp olive oil
1 tsp soy sauce
1 red chile, deseeded and thinly sliced (optional)
1 tbsp soy sauce
1 tbsp mirin
1 tbsp honey
1 thumb-sized piece of fresh ginger, grated","                                        Create your marinade by mixing the soy, mirin and honey with half of the ginger and pour it over the steak, leaving to marinate for about an hour.
                                    
                                        Mix the bok choy, kale, spring onion and cucumber and toss with the sherry vinegar, the olive oil, the remaining ginger and the soy sauce and assemble in a serving bowl.
                                    
                                        Using small skewers, thread about four steak pieces on to each skewer and then sear in a hot frying pan for about 2 minutes on each side.
                                    
                                        Once all the steak has been cooked, serve with the salad. Finish with a sprinkling of chile, if using.
                                    ","HarperCollins
Steak
Soy Sauce
Bok Choy
Skewer
Cucumber
Kale
Ginger
Dinner"
